CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount
50042,0,0.45161290322580644,2,0,0.29032258064516125,4,1,0.3333333333333333,0.33333333333333337,3,0.5,1,0.4,0,0.0714285714285714,0.3333333333333333,0.0,0.8888888888888888,0.10989178478890405
50044,0,0.3548387096774194,1,2,0.03225806451612903,4,0,0.3333333333333333,0.6666666666666666,2,0.25,2,0.4,0,0.7857142857142857,0.3333333333333333,0.0,0.1111111111111111,0.5850480109739371
50045,0,0.16129032258064516,2,0,0.22580645161290322,4,1,0.6666666666666667,0.33333333333333337,3,0.5,2,0.30000000000000004,0,0.6428571428571427,0.0,0.0,0.4444444444444444,0.15462581923487273
50046,0,0.0,2,0,0.5806451612903226,1,1,0.6666666666666667,0.33333333333333337,3,0.75,0,0.0,1,0.3571428571428571,0.3333333333333333,0.0,0.1111111111111111,0.15614997713763157
50047,1,0.0,0,2,0.29032258064516125,1,0,0.6666666666666667,0.9999999999999999,3,1.0,2,0.0,0,0.7142857142857143,0.3333333333333333,0.0,0.0,0.10028959000152415
50050,0,0.5806451612903225,1,2,0.16129032258064516,4,0,0.0,0.33333333333333337,2,1.0,1,0.4,1,0.0,0.0,0.0,0.3333333333333333,0.3046029568663313
50051,0,0.9354838709677419,2,0,0.29032258064516125,4,0,0.6666666666666667,0.33333333333333337,4,1.0,1,0.4,1,0.4999999999999999,0.3333333333333333,0.5,0.2222222222222222,0.247523243408017
50052,0,0.1935483870967742,2,0,0.29032258064516125,4,1,0.3333333333333333,0.33333333333333337,3,0.25,2,0.0,0,0.2142857142857143,0.0,0.0,0.2222222222222222,0.11362597165066302
50053,1,0.0,1,0,0.0967741935483871,4,1,0.3333333333333333,0.6666666666666666,4,0.25,2,0.1,0,0.7857142857142857,0.0,0.0,0.0,0.007087334247828148
50055,0,0.29032258064516125,2,0,0.32258064516129037,4,0,0.6666666666666667,0.33333333333333337,3,0.25,2,0.1,0,0.0714285714285714,0.3333333333333333,0.5,0.1111111111111111,0.09746989788142046
50056,0,0.12903225806451613,2,0,0.4193548387096774,3,0,0.6666666666666667,0.33333333333333337,4,0.25,0,0.8,1,0.8571428571428571,0.3333333333333333,0.0,0.2222222222222222,0.22252705380277393
50057,0,0.29032258064516125,2,0,0.9032258064516129,0,0,0.6666666666666667,0.33333333333333337,3,0.75,2,0.20000000000000004,0,0.2857142857142857,0.3333333333333333,0.0,0.2222222222222222,0.09922267946959318
50058,1,0.12903225806451613,2,2,0.6774193548387096,5,0,0.6666666666666667,0.33333333333333337,3,0.75,2,0.1,1,0.7857142857142857,0.0,0.0,0.2222222222222222,0.1623990245389424
50059,0,0.7419354838709677,2,0,0.03225806451612903,3,1,0.3333333333333333,0.6666666666666666,4,0.5,0,0.20000000000000004,0,0.2857142857142857,0.0,0.0,0.2222222222222222,0.20431336686480717
50060,0,0.8387096774193548,2,0,0.4516129032258065,3,0,0.3333333333333333,0.0,2,1.0,1,0.1,0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.2622313671696388
50061,0,0.1935483870967742,2,0,0.4838709677419355,0,0,0.6666666666666667,0.33333333333333337,3,0.75,0,0.1,0,0.1428571428571428,0.0,0.0,0.6666666666666666,0.13313519280597474
50064,0,0.22580645161290322,0,0,0.0967741935483871,4,1,0.3333333333333333,0.6666666666666666,2,0.5,0,0.1,0,0.4285714285714285,0.0,0.0,1.0,0.6506630086877001
50065,0,0.7741935483870968,1,0,0.1290322580645161,3,0,0.6666666666666667,0.33333333333333337,1,0.75,2,0.30000000000000004,0,0.4999999999999999,0.0,0.5,0.0,0.9697454656302391
50067,0,0.29032258064516125,2,0,0.32258064516129037,0,0,0.3333333333333333,0.33333333333333337,3,0.75,2,0.1,0,0.3571428571428571,0.3333333333333333,0.0,0.3333333333333333,0.09678402682517906
50068,1,0.0,1,0,0.7741935483870968,4,1,0.3333333333333333,0.6666666666666666,2,0.5,0,0.30000000000000004,1,0.1428571428571428,0.3333333333333333,0.0,0.1111111111111111,0.3739521414418534
50069,0,0.29032258064516125,0,0,0.25806451612903225,0,1,0.3333333333333333,0.0,3,0.25,1,0.4,0,0.2142857142857143,0.0,0.5,0.2222222222222222,0.08230452674897115
50071,0,0.3225806451612903,2,0,0.7096774193548387,4,1,0.6666666666666667,0.0,4,1.0,0,0.1,1,0.0714285714285714,0.0,0.0,0.7777777777777777,0.19471117207742705
50072,0,0.25806451612903225,0,0,0.0967741935483871,3,0,0.3333333333333333,0.33333333333333337,2,0.75,2,0.5000000000000001,0,0.0,0.3333333333333333,0.0,0.2222222222222222,0.2603261697911905
50073,0,0.4838709677419355,0,0,0.7096774193548387,3,0,0.3333333333333333,0.33333333333333337,2,0.5,1,0.20000000000000004,0,0.3571428571428571,0.0,0.0,0.2222222222222222,0.32434080170705704
50074,0,0.3548387096774194,1,0,0.0967741935483871,4,1,0.3333333333333333,0.33333333333333337,2,0.5,0,0.9,0,0.2142857142857143,0.0,0.0,0.0,0.4224965706447188
50075,0,0.3548387096774194,1,0,0.9677419354838709,1,1,0.3333333333333333,0.33333333333333337,2,0.25,0,0.30000000000000004,0,0.4999999999999999,0.0,0.0,0.7777777777777777,0.40024386526444156
50076,0,0.0,0,0,0.03225806451612903,1,1,0.3333333333333333,0.6666666666666666,2,1.0,0,0.5000000000000001,0,0.5714285714285713,0.0,0.5,0.0,0.2506477671086724
50077,0,0.7096774193548387,0,0,0.6129032258064516,4,1,0.6666666666666667,0.33333333333333337,2,0.25,1,0.1,1,0.2857142857142857,0.0,0.0,0.7777777777777777,0.44162475232434084
50078,0,0.22580645161290322,0,0,0.3548387096774194,3,1,0.3333333333333333,0.33333333333333337,4,0.5,1,0.1,1,0.4285714285714285,0.6666666666666666,0.5,0.0,0.21383935375704932
50079,0,0.4193548387096774,2,0,0.6451612903225806,0,1,0.6666666666666667,0.33333333333333337,2,0.25,0,0.8,1,0.2857142857142857,0.3333333333333333,1.0,0.7777777777777777,0.1319920743789057
50080,1,0.03225806451612903,1,0,0.9677419354838709,3,1,0.6666666666666667,0.33333333333333337,2,1.0,0,0.7000000000000001,1,0.5714285714285713,0.0,0.0,0.0,0.43164151806127116
50081,1,0.0,1,2,0.9032258064516129,5,0,0.3333333333333333,0.33333333333333337,0,0.25,0,0.1,0,0.7857142857142857,0.3333333333333333,0.0,1.0,0.5052583447645176
50082,0,0.0,2,0,0.29032258064516125,4,1,0.3333333333333333,0.0,3,0.75,1,0.1,1,0.3571428571428571,0.0,0.5,0.2222222222222222,0.10051821368693803
50083,0,0.29032258064516125,0,0,0.6129032258064516,0,0,0.6666666666666667,0.33333333333333337,3,0.25,2,0.1,0,0.1428571428571428,0.3333333333333333,0.0,0.7777777777777777,0.08718183203779917
50084,0,0.4193548387096774,0,0,0.32258064516129037,4,1,0.6666666666666667,0.6666666666666666,2,0.25,0,0.9,0,0.2142857142857143,0.3333333333333333,0.0,0.2222222222222222,0.2946959304983996
50085,0,0.6129032258064516,1,0,0.03225806451612903,3,1,0.6666666666666667,0.33333333333333337,0,1.0,1,0.7000000000000001,0,0.3571428571428571,0.0,0.0,0.3333333333333333,0.6391556165218717
50088,0,0.0,0,2,0.6774193548387096,4,0,0.3333333333333333,0.33333333333333337,2,0.5,2,0.1,0,0.2142857142857143,0.3333333333333333,0.0,0.7777777777777777,0.6837372351775646
50090,1,0.0,2,0,0.29032258064516125,1,0,0.3333333333333333,0.33333333333333337,3,1.0,2,0.5000000000000001,1,0.0,0.3333333333333333,0.0,0.4444444444444444,0.12559061118731896
50091,0,0.45161290322580644,1,2,0.22580645161290322,4,0,0.6666666666666667,0.33333333333333337,0,0.25,2,0.30000000000000004,1,0.4999999999999999,0.0,0.5,0.0,0.9588477366255146
50092,1,0.0,0,2,0.8709677419354839,5,0,0.3333333333333333,0.6666666666666666,2,1.0,2,0.5000000000000001,0,0.2857142857142857,0.0,0.0,0.1111111111111111,0.43339429964944376
50093,1,0.29032258064516125,2,0,0.03225806451612903,2,1,0.3333333333333333,0.33333333333333337,3,0.5,2,0.0,0,0.2142857142857143,0.0,0.0,0.5555555555555556,0.07994208199969532
50095,0,0.8709677419354839,1,2,0.1290322580645161,5,0,0.3333333333333333,0.33333333333333337,2,1.0,0,0.20000000000000004,0,0.2142857142857143,0.3333333333333333,0.0,0.5555555555555556,0.37578113092516396
50096,0,0.29032258064516125,1,0,0.19354838709677422,4,1,0.6666666666666667,0.33333333333333337,2,0.75,2,0.8,0,0.3571428571428571,0.0,1.0,0.7777777777777777,0.3737997256515775
50097,0,0.1935483870967742,2,0,0.29032258064516125,0,0,0.3333333333333333,0.6666666666666666,3,0.75,0,0.6000000000000001,0,0.7142857142857143,0.0,0.0,0.1111111111111111,0.1229233348574913
50098,0,0.3225806451612903,0,0,0.3870967741935484,6,1,0.3333333333333333,0.33333333333333337,0,0.25,1,0.1,1,0.2142857142857143,0.0,0.0,0.3333333333333333,0.8516994360615762
50100,0,0.12903225806451613,0,0,0.03225806451612903,3,1,0.3333333333333333,0.9999999999999999,2,0.5,0,0.0,0,0.0714285714285714,0.3333333333333333,0.0,0.4444444444444444,0.25422953818015537
50101,0,0.29032258064516125,2,0,0.1290322580645161,4,1,0.6666666666666667,0.6666666666666666,3,0.25,0,0.30000000000000004,0,0.4285714285714285,0.0,0.0,0.0,0.08901082152110973
50104,0,0.25806451612903225,0,2,0.03225806451612903,5,0,0.6666666666666667,0.33333333333333337,0,0.5,2,0.1,0,0.2142857142857143,0.3333333333333333,0.0,0.8888888888888888,0.5928974241731442
50105,1,0.0,2,0,0.29032258064516125,0,1,0.3333333333333333,0.6666666666666666,3,0.25,2,0.1,1,0.1428571428571428,0.0,0.0,0.1111111111111111,0.10516689529035195
50106,0,0.8064516129032258,2,0,0.0967741935483871,4,0,0.3333333333333333,0.6666666666666666,3,0.25,2,0.7000000000000001,0,0.2857142857142857,0.0,0.5,0.2222222222222222,0.16788599298887363
50108,0,0.29032258064516125,2,1,0.22580645161290322,0,1,0.3333333333333333,0.33333333333333337,3,0.5,0,0.8,0,0.4285714285714285,0.6666666666666666,0.5,0.2222222222222222,0.09586953208352378
50110,1,0.0,2,0,0.29032258064516125,0,1,0.3333333333333333,0.33333333333333337,3,0.25,0,0.5000000000000001,1,0.1428571428571428,0.0,0.0,0.4444444444444444,0.10874866636183522
50112,1,0.0,2,0,0.0967741935483871,4,0,0.6666666666666667,0.33333333333333337,3,1.0,0,0.7000000000000001,0,0.6428571428571427,0.3333333333333333,0.0,0.7777777777777777,0.12940100594421577
50114,0,0.16129032258064516,2,2,0.16129032258064516,4,0,0.3333333333333333,0.33333333333333337,4,0.75,0,0.20000000000000004,0,0.0,0.3333333333333333,0.0,0.2222222222222222,0.22267946959304985
50115,1,0.0,2,0,0.03225806451612903,4,1,0.6666666666666667,0.6666666666666666,4,0.5,2,0.0,1,0.2142857142857143,0.3333333333333333,0.0,0.2222222222222222,0.20736168267032484
50116,0,0.29032258064516125,2,0,0.03225806451612903,0,0,0.6666666666666667,0.33333333333333337,3,0.5,1,0.7000000000000001,0,0.2142857142857143,0.0,0.0,0.2222222222222222,0.093202255753696
50117,0,0.16129032258064516,0,2,0.8709677419354839,5,1,0.6666666666666667,0.33333333333333337,2,0.25,0,0.0,0,0.4999999999999999,0.3333333333333333,0.5,0.2222222222222222,0.26337448559670795
50118,0,0.45161290322580644,2,0,0.6451612903225806,4,1,0.6666666666666667,0.33333333333333337,2,1.0,1,0.20000000000000004,0,0.3571428571428571,0.3333333333333333,0.0,0.0,0.15721688766956254
50121,0,0.12903225806451613,0,0,0.1290322580645161,3,1,0.6666666666666667,0.33333333333333337,0,0.5,1,0.9,0,0.0714285714285714,0.3333333333333333,0.5,0.2222222222222222,0.9652491998171011
50122,0,0.1935483870967742,2,0,0.19354838709677422,4,0,0.6666666666666667,0.6666666666666666,3,0.25,0,0.1,0,0.1428571428571428,0.0,0.0,0.2222222222222222,0.144947416552355
50124,0,0.3225806451612903,2,0,0.03225806451612903,3,0,0.3333333333333333,0.6666666666666666,4,1.0,0,0.20000000000000004,0,0.2142857142857143,0.3333333333333333,0.0,0.2222222222222222,0.22184118274653253
50125,0,0.5806451612903225,0,0,0.25806451612903225,4,1,0.6666666666666667,0.0,2,0.5,0,0.4,0,0.4285714285714285,0.0,0.0,0.2222222222222222,0.4134278311233044
50126,1,0.0,0,0,0.3548387096774194,3,1,0.6666666666666667,0.33333333333333337,0,0.5,1,0.6000000000000001,0,0.0,0.3333333333333333,0.0,0.0,0.688843164151806
50128,0,0.06451612903225806,2,0,0.29032258064516125,4,1,0.3333333333333333,0.33333333333333337,3,0.25,2,0.1,0,0.5714285714285713,0.0,0.0,0.5555555555555556,0.10143270842859331
50129,0,0.4838709677419355,1,0,0.5806451612903226,4,0,0.3333333333333333,0.0,2,1.0,2,0.30000000000000004,1,0.1428571428571428,0.0,0.0,0.2222222222222222,0.42188690748361535
50130,0,0.06451612903225806,1,2,0.6774193548387096,5,1,0.3333333333333333,0.33333333333333337,2,0.25,1,0.20000000000000004,0,0.2142857142857143,0.3333333333333333,0.0,0.2222222222222222,0.4513031550068587
50131,0,0.0,2,0,0.03225806451612903,4,0,0.6666666666666667,0.33333333333333337,2,0.5,0,0.0,0,0.0714285714285714,0.3333333333333333,0.0,0.2222222222222222,0.29637250419143424
50134,0,0.7741935483870968,2,0,0.03225806451612903,4,1,0.6666666666666667,0.33333333333333337,3,0.25,0,0.1,0,0.0,0.3333333333333333,0.0,0.0,0.13062033226642278
50135,1,0.0,0,0,0.9677419354838709,0,1,0.6666666666666667,0.6666666666666666,3,0.75,2,0.0,0,0.0,0.3333333333333333,0.0,0.4444444444444444,0.18823350099070257
50136,0,0.16129032258064516,0,0,0.25806451612903225,4,1,0.6666666666666667,0.0,3,0.75,0,0.1,0,0.6428571428571427,0.0,0.0,0.3333333333333333,0.13603109282121628
50138,0,0.29032258064516125,2,0,0.0967741935483871,2,1,0.3333333333333333,0.6666666666666666,2,1.0,2,0.4,0,0.1428571428571428,0.0,0.0,0.4444444444444444,0.08893461362597166
50140,1,0.0,2,0,0.0967741935483871,4,1,0.6666666666666667,0.33333333333333337,3,0.5,2,0.20000000000000004,0,0.0,0.3333333333333333,0.0,0.0,0.18869074836153032
50141,0,0.06451612903225806,1,2,0.0967741935483871,3,1,0.6666666666666667,0.6666666666666666,2,0.75,0,0.20000000000000004,0,0.5714285714285713,0.0,0.0,0.0,0.429431489102271
50143,0,0.0,0,0,0.19354838709677422,4,1,0.3333333333333333,0.0,2,1.0,1,0.1,0,0.0714285714285714,0.3333333333333333,0.0,0.5555555555555556,0.22793781435756744
50148,0,0.29032258064516125,2,0,0.32258064516129037,0,1,0.6666666666666667,0.33333333333333337,3,0.25,0,0.1,0,0.8571428571428571,0.3333333333333333,0.0,0.4444444444444444,0.08085657674135038
50149,0,0.3225806451612903,1,2,0.22580645161290322,3,1,0.6666666666666667,0.33333333333333337,2,0.25,0,0.4,0,0.2142857142857143,0.0,0.0,0.1111111111111111,0.41860996799268424
50150,0,0.0,2,0,0.1290322580645161,0,1,0.6666666666666667,0.6666666666666666,3,0.5,2,0.1,0,0.4285714285714285,0.3333333333333333,0.0,0.0,0.16925773510135667
50154,0,0.0,0,0,0.03225806451612903,4,0,0.3333333333333333,0.33333333333333337,2,0.75,1,0.1,0,0.6428571428571427,0.0,0.0,0.4444444444444444,0.4106081390032008
50158,0,0.06451612903225806,0,2,0.0967741935483871,4,1,0.3333333333333333,0.33333333333333337,2,0.25,2,0.1,0,0.4999999999999999,0.0,0.0,1.0,0.27015698826398404
50159,0,0.9032258064516129,1,0,0.6774193548387096,1,1,0.3333333333333333,0.33333333333333337,2,0.25,0,0.30000000000000004,1,0.5714285714285713,0.3333333333333333,0.0,0.8888888888888888,0.33577198597774727
50160,0,0.0,0,0,0.3870967741935484,3,1,0.3333333333333333,0.33333333333333337,2,1.0,0,0.1,1,0.1428571428571428,0.6666666666666666,1.0,0.3333333333333333,0.2844078646547783
50162,1,0.22580645161290322,0,0,0.8064516129032259,4,1,0.6666666666666667,0.33333333333333337,3,0.5,1,0.30000000000000004,1,0.7857142857142857,0.0,0.0,0.0,0.16399939033683908
50163,0,0.3548387096774194,1,0,0.7741935483870968,4,1,0.3333333333333333,0.33333333333333337,2,0.25,1,0.9,0,0.2142857142857143,0.0,0.0,0.2222222222222222,0.36092059137326626
50164,1,0.0,2,0,0.29032258064516125,0,1,0.3333333333333333,0.33333333333333337,3,0.75,1,0.20000000000000004,1,0.1428571428571428,0.3333333333333333,0.0,0.2222222222222222,0.10394756896814505
50165,0,0.03225806451612903,2,0,0.29032258064516125,4,0,0.6666666666666667,0.33333333333333337,3,0.25,2,0.1,0,0.7142857142857143,0.0,0.0,0.2222222222222222,0.17535436671239135
50168,0,0.12903225806451613,0,2,0.19354838709677422,5,0,0.6666666666666667,0.33333333333333337,3,0.75,1,0.1,0,0.0,0.0,0.5,0.2222222222222222,0.1356500533455265
50170,0,0.3225806451612903,0,0,0.29032258064516125,0,1,0.3333333333333333,0.33333333333333337,3,0.25,0,0.1,1,0.0714285714285714,0.0,0.0,0.2222222222222222,0.100365797896662
50171,0,0.4838709677419355,0,2,0.8709677419354839,5,0,0.6666666666666667,0.33333333333333337,1,0.75,0,0.5000000000000001,0,0.2142857142857143,0.6666666666666666,0.5,0.8888888888888888,0.9538180155464107
50172,1,0.29032258064516125,1,0,0.1290322580645161,4,1,0.3333333333333333,0.33333333333333337,4,0.5,2,0.1,0,0.1428571428571428,0.0,0.0,0.0,0.03132144490169175
50174,0,0.29032258064516125,0,0,0.6129032258064516,4,1,0.3333333333333333,0.0,4,0.25,0,0.4,0,0.4999999999999999,0.0,0.0,0.0,0.20416095107453125
50175,0,0.7741935483870968,1,0,0.0967741935483871,3,1,0.3333333333333333,0.9999999999999999,2,0.75,1,0.5000000000000001,0,0.4999999999999999,0.0,0.0,0.2222222222222222,0.34087791495198894
50177,0,0.0,1,2,0.3548387096774194,3,0,0.6666666666666667,0.6666666666666666,4,0.5,2,0.1,0,0.0714285714285714,0.3333333333333333,0.0,0.0,0.014555707971345866
50178,0,0.03225806451612903,1,0,0.5483870967741936,3,1,0.6666666666666667,0.0,2,1.0,2,0.0,0,0.5714285714285713,0.0,0.0,0.7777777777777777,0.35451912818167974
50180,0,0.3870967741935484,1,0,0.03225806451612903,3,1,0.3333333333333333,0.0,0,0.25,1,0.0,0,0.4285714285714285,1.0,1.0,0.7777777777777777,0.6556927297668038
50181,0,0.29032258064516125,0,0,0.8064516129032259,4,0,0.3333333333333333,0.33333333333333337,2,0.75,0,0.7000000000000001,0,0.2857142857142857,0.0,0.0,0.8888888888888888,0.355509830818473
50183,0,0.3548387096774194,1,0,0.8387096774193549,4,0,0.3333333333333333,0.6666666666666666,0,0.75,0,0.30000000000000004,0,0.4285714285714285,0.3333333333333333,0.0,0.3333333333333333,0.842249657064472
50184,0,0.967741935483871,0,0,0.03225806451612903,4,1,0.3333333333333333,0.9999999999999999,2,0.5,1,0.20000000000000004,1,0.1428571428571428,0.3333333333333333,0.0,0.2222222222222222,0.3544429202865418
50185,0,0.12903225806451613,2,0,0.19354838709677422,1,1,0.3333333333333333,0.33333333333333337,4,0.25,0,0.0,1,0.0714285714285714,0.0,0.0,0.3333333333333333,0.2905044962658132
50186,0,0.12903225806451613,1,1,0.0967741935483871,6,1,0.6666666666666667,0.6666666666666666,2,1.0,0,0.30000000000000004,0,0.0714285714285714,0.0,0.0,0.0,0.41159884163999383
50188,0,0.12903225806451613,2,0,0.0967741935483871,4,1,0.6666666666666667,0.33333333333333337,3,0.25,1,0.0,1,0.4999999999999999,0.3333333333333333,0.5,0.2222222222222222,0.1284865112025605
50191,0,0.5161290322580645,0,0,0.29032258064516125,4,0,0.3333333333333333,0.33333333333333337,3,0.25,2,0.0,0,0.5714285714285713,0.0,0.0,0.7777777777777777,0.11019661636945599
50192,0,0.7096774193548387,1,0,0.03225806451612903,2,0,0.3333333333333333,0.6666666666666666,1,0.5,2,0.7000000000000001,1,0.0714285714285714,0.3333333333333333,0.5,0.7777777777777777,0.9872732815119647
50194,0,0.0,2,0,0.29032258064516125,4,0,0.3333333333333333,0.33333333333333337,3,0.75,2,0.1,1,0.0714285714285714,0.0,0.0,0.2222222222222222,0.11194939795762848
50196,0,0.0,2,2,0.0967741935483871,4,1,0.6666666666666667,0.33333333333333337,2,0.5,2,0.1,1,0.0,0.3333333333333333,0.0,0.4444444444444444,0.26436518823350097
50197,0,0.12903225806451613,1,2,0.25806451612903225,5,1,0.6666666666666667,0.33333333333333337,2,0.25,1,0.4,0,0.0714285714285714,0.0,0.0,0.7777777777777777,0.4982472184118274
50198,0,0.16129032258064516,1,0,0.0967741935483871,3,0,0.6666666666666667,0.0,2,0.25,2,0.7000000000000001,0,0.3571428571428571,0.3333333333333333,0.0,0.7777777777777777,0.3083371437280904
50199,1,0.0,2,0,0.0967741935483871,0,1,0.3333333333333333,0.9999999999999999,3,0.25,0,0.5000000000000001,1,0.1428571428571428,0.6666666666666666,0.5,0.2222222222222222,0.18709038256363342
